,Manager Name,Year,Month,AUM (crs),Turnover Ratio,Return
1619,UTI ASSET MANAGEMENT COMPANY PVT LTD,2021,March,735514.96,0.034,3.09
1620,UTI ASSET MANAGEMENT COMPANY PVT LTD,2021,April,743778.87,0.063,1.71
1621,UTI ASSET MANAGEMENT COMPANY PVT LTD,2021,May,749895.21,0.038,8.13
1622,UTI ASSET MANAGEMENT COMPANY PVT LTD,2021,June,756023.04,0.021,3.47
1623,UTI ASSET MANAGEMENT COMPANY PVT LTD,2021,July,761195.71,0.066,5.3
1624,UTI ASSET MANAGEMENT COMPANY PVT LTD,2021,March,735514.96,0.034,3.09
1625,UTI ASSET MANAGEMENT COMPANY PVT LTD,2021,April,743778.87,0.063,1.71
1626,UTI ASSET MANAGEMENT COMPANY PVT LTD,2021,May,749895.21,0.038,8.13
1627,UTI ASSET MANAGEMENT COMPANY PVT LTD,2021,June,756023.04,0.021,3.47
1628,UTI ASSET MANAGEMENT COMPANY PVT LTD,2021,July,761195.71,0.066,5.3
1629,Val-Q Investment Advisory Private Limited,2021,March,58.92798,0.03,2.62
1630,Val-Q Investment Advisory Private Limited,2021,April,58.32597,0.056,-2.08
1631,Val-Q Investment Advisory Private Limited,2021,May,63.59261,0.069,6.96
1632,Val-Q Investment Advisory Private Limited,2021,June,65.48877,0.084,0.83
1633,Val-Q Investment Advisory Private Limited,2021,July,66.14305,0.037,0.1
1634,Val-Q Investment Advisory Private Limited,2021,March,58.92798,0.03,2.62
1635,Val-Q Investment Advisory Private Limited,2021,April,58.32597,0.056,-2.08
1636,Val-Q Investment Advisory Private Limited,2021,May,63.59261,0.069,6.96
1637,Val-Q Investment Advisory Private Limited,2021,June,65.48877,0.084,0.83
1638,Val-Q Investment Advisory Private Limited,2021,July,66.14305,0.037,0.1
1639,Valcreate Investment Managers LLP,2021,March,9.91,0.15,-1.16
1640,VALENTIS ADVISORS PRIVATE LIMITED,2021,April,218.26,0.04,0.42
1641,VALENTIS ADVISORS PRIVATE LIMITED,2021,May,230.18,0.05,0.37
1642,VALENTIS ADVISORS PRIVATE LIMITED,2021,June,241.37,0.03,0.35
1643,VALENTIS ADVISORS PRIVATE LIMITED,2021,July,277.15,0.03,0.4
1644,Vallum Capital Advisors Private Limited,2021,March,7.53,0.2,3.62
1645,Vallum Capital Advisors Private Limited,2021,April,10.17,0.18,4.85
1646,Vallum Capital Advisors Private Limited,2021,May,11.8,0.16,8.04
1647,Vallum Capital Advisors Private Limited,2021,June,13.79,0.13,4.42
1648,Vallum Capital Advisors Private Limited,2021,July,14.99,0.12,5.82
1649,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.,2021,March,587.289,0.368,0.826
1650,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.,2021,April,952.54,0.2125,0.6572
1651,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.,2021,May,1119.1594,0.1253,8.9543
1652,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.,2021,June,1288.4544,0.1012,3.2067
1653,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.,2021,July,1381.0051,0.1125,2.9254
1654,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.,2021,March,587.289,0.368,0.826
1655,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.,2021,April,952.54,0.2125,0.6572
1656,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.,2021,May,1119.1594,0.1253,8.9543
1657,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.,2021,June,1288.4544,0.1012,3.2067
1658,VALUEQUEST INVESTMENT ADVISORS PVT. LTD.,2021,July,1381.0051,0.1125,2.9254
1659,VARANIUM CAPITAL ADVISORS PRIVATE LIMITED,2021,March,299.5,0.06,2.71
1660,VARANIUM CAPITAL ADVISORS PRIVATE LIMITED,2021,April,294.75,0.06,-2.95
1661,VARANIUM CAPITAL ADVISORS PRIVATE LIMITED,2021,May,312.85,0.08,13.88
1662,VARANIUM CAPITAL ADVISORS PRIVATE LIMITED,2021,June,316.61,0.08,7.16
1663,VARANIUM CAPITAL ADVISORS PRIVATE LIMITED,2021,July,326.24,0.09,10.2
1664,Varanium Capital Advisors Private Limited,2021,March,299.5,0.06,2.71
1665,Varanium Capital Advisors Private Limited,2021,April,294.75,0.06,-2.95
1666,Varanium Capital Advisors Private Limited,2021,May,312.85,0.08,13.88
1667,Varanium Capital Advisors Private Limited,2021,June,316.61,0.08,7.16
1668,Varanium Capital Advisors Private Limited,2021,July,326.24,0.09,10.2
1669,VENTURA SECURITIES LIMITED,2021,March,17.61,0.11,2.29
1670,VENTURA SECURITIES LIMITED,2021,April,18.11,0.1,3.47
1671,VENTURA SECURITIES LIMITED,2021,May,19.43,0.1,5.24
1672,VENTURA SECURITIES LIMITED,2021,June,20.8,0.07,3.68
1673,VENTURA SECURITIES LIMITED,2021,July,25.72,0.19,2.75
1674,Ventura Securities Limited,2021,March,17.61,0.11,2.29
1675,Ventura Securities Limited,2021,April,18.11,0.1,3.47
1676,Ventura Securities Limited,2021,May,19.43,0.1,5.24
1677,Ventura Securities Limited,2021,June,20.8,0.07,3.68
1678,Ventura Securities Limited,2021,July,25.72,0.19,2.75
1679,VITOR FUND MANAGERS LLP,2021,March,9.4829,0.017,-19.4683
1680,VITOR FUND MANAGERS LLP,2021,April,8.25,0.19,2.83
1681,VITOR FUND MANAGERS LLP,2021,May,3.82,0.0,1.05
1682,VITOR FUND MANAGERS LLP,2021,June,2.88,0.0,-0.29
1683,VITOR FUND MANAGERS LLP,2021,July,2.98,0.07,3.35
1684,Vitor Fund Managers LLP,2021,March,9.4829,0.017,-19.4683
1685,Wallfort PMS & Advisory Services LLP,2021,March,7.64,0.03,3.49
1686,Wallfort PMS & Advisory Services LLP,2021,April,8.15,0.04,6.67
1687,Wallfort PMS & Advisory Services LLP,2021,May,11.39,0.18,18.35
1688,Wallfort PMS & Advisory Services LLP,2021,June,13.27,0.2,11.36
1689,Wallfort PMS & Advisory Services LLP,2021,July,14.1,0.16,5.92
1690,WAY2WEALTH BROKERS PRIVATE LTD.,2021,March,518387201.76,0.00902,-2.63
1691,WAY2WEALTH BROKERS PRIVATE LTD.,2021,April,51.8726,0.05251,1.78
1692,WAY2WEALTH BROKERS PRIVATE LTD.,2021,May,53.6529,0.01455,3.92
1693,WAY2WEALTH BROKERS PRIVATE LTD.,2021,June,56.0559,0.04684,3.85
1694,WAY2WEALTH BROKERS PRIVATE LTD.,2021,July,58.0071,0.04502,2.07
1695,WAY2WEALTH BROKERS PRIVATE LTD.,2021,March,518387201.76,0.00902,-2.63
1696,WAY2WEALTH BROKERS PRIVATE LTD.,2021,April,51.8726,0.05251,1.78
1697,WAY2WEALTH BROKERS PRIVATE LTD.,2021,May,53.6529,0.01455,3.92
1698,WAY2WEALTH BROKERS PRIVATE LTD.,2021,June,56.0559,0.04684,3.85
1699,WAY2WEALTH BROKERS PRIVATE LTD.,2021,July,58.0071,0.04502,2.07
1700,WEALTH MANAGERS (INDIA) PRIVATE LIMITED,2021,March,270.43266,0.191,-4.06
1701,WEALTH MANAGERS (INDIA) PRIVATE LIMITED,2021,April,244.06757,0.09,-0.84
1702,WEALTH MANAGERS (INDIA) PRIVATE LIMITED,2021,May,252.46582,0.047,2.87
1703,WEALTH MANAGERS (INDIA) PRIVATE LIMITED,2021,June,258.27755,0.041,7.01
1704,WEALTH MANAGERS (INDIA) PRIVATE LIMITED,2021,July,263.48663,0.023,1.28
1705,Wealth Managers (India) Private Limited,2021,March,270.43266,0.191,-4.06
1706,Wealth Managers (India) Private Limited,2021,April,244.06757,0.09,-0.84
1707,Wealth Managers (India) Private Limited,2021,May,252.46582,0.047,2.87
1708,Wealth Managers (India) Private Limited,2021,June,258.27755,0.041,7.01
1709,Wealth Managers (India) Private Limited,2021,July,263.48663,0.023,1.28
1710,WEALTHBRIDGE CAPITAL ADVISORS PRIVATE LIMITED,2021,March,21.19,0.17,-0.72
1711,WEALTHBRIDGE CAPITAL ADVISORS PRIVATE LIMITED,2021,April,22.33,0.27,4.26
1712,WEALTHBRIDGE CAPITAL ADVISORS PRIVATE LIMITED,2021,May,24.72,0.19,10.87
1713,WEALTHBRIDGE CAPITAL ADVISORS PRIVATE LIMITED,2021,June,25.23,0.21,2.4
1714,WEALTHBRIDGE CAPITAL ADVISORS PRIVATE LIMITED,2021,July,26.81,0.14,6.0
1715,WealthBridge Capital Advisors Private Limited,2021,March,21.19,0.17,-0.72
1716,WealthBridge Capital Advisors Private Limited,2021,April,22.33,0.27,4.26
1717,WealthBridge Capital Advisors Private Limited,2021,May,24.72,0.19,10.87
1718,WealthBridge Capital Advisors Private Limited,2021,June,25.23,0.21,2.4
1719,WealthBridge Capital Advisors Private Limited,2021,July,26.81,0.14,6.0
1720,WELLWORTH SHARE AND STOCK BROKING LTD,2021,March,7.74,0.19,0.89
1721,WELLWORTH SHARE AND STOCK BROKING LTD,2021,April,6.34,0.12,7.58
1722,WELLWORTH SHARE AND STOCK BROKING LTD,2021,May,1.26,0.19,10.1
1723,WELLWORTH SHARE AND STOCK BROKING LTD,2021,June,0.66,0.33,4.72
1724,White Oak Capital Management Consultants LLP,2021,March,5822.94,0.07,3.99
1725,White Oak Capital Management Consultants LLP,2021,April,6232.67,0.06,2.03
1726,White Oak Capital Management Consultants LLP,2021,May,7074.58,0.09,5.9
1727,White Oak Capital Management Consultants LLP,2021,June,8031.54,0.1,4.41
1728,White Whale Partners LLP,2021,March,22.46,0.1,0.22
1729,WILLOW ADVISORS LLP,2021,April,216.59,0.01,-1.29
1730,WILLOW ADVISORS LLP,2021,May,233.15,0.03,6.92
1731,WILLOW ADVISORS LLP,2021,June,239.93,0.07,2.06
1732,WILLOW ADVISORS LLP,2021,July,245.99,0.01,1.23
1733,Wizemarkets Analytics Private Limited,2021,March,346.0564,0.1582,-0.0004
1734,Wizemarkets Analytics Private Limited,2021,April,371.0856,0.2371,0.0062
1735,Wizemarkets Analytics Private Limited,2021,May,404.603,0.1518,0.35
1736,Wizemarkets Analytics Private Limited,2021,June,455.229,0.2336,0.14
1737,Wizemarkets Analytics Private Limited,2021,July,510.7241,0.1636,0.66
1738,Wyridian Advisors LLP,2021,March,15.42,0.71,2.01
1739,Wyridian Advisors LLP,2021,April,18.2,0.08,1.44
1740,Wyridian Advisors LLP,2021,May,27.63,0.35,10.61
1741,Wyridian Advisors LLP,2021,June,38.54,0.3,3.89
1742,Wyridian Advisors LLP,2021,July,47.06,0.92,4.16
1743,ZEN WEALTH MANAGEMENT SERVICES LIMITED,2021,March,138.28,0.055,-4.09
1744,ZEN WEALTH MANAGEMENT SERVICES LIMITED,2021,April,142.53,0.021,8.08
1745,ZEN WEALTH MANAGEMENT SERVICES LIMITED,2021,May,158.02,0.005,11.12
1746,ZEN WEALTH MANAGEMENT SERVICES LIMITED,2021,June,166.25,0.012,8.15
1747,ZEN WEALTH MANAGEMENT SERVICES LIMITED,2021,July,188.38,0.072,12.85
1748,ZEN WEALTH MANAGEMENT SERVICES LIMITED,2021,March,138.28,0.055,-4.09
1749,ZEN WEALTH MANAGEMENT SERVICES LIMITED,2021,April,142.53,0.021,8.08
1750,ZEN WEALTH MANAGEMENT SERVICES LIMITED,2021,May,158.02,0.005,11.12
1751,ZEN WEALTH MANAGEMENT SERVICES LIMITED,2021,June,166.25,0.012,8.15
